Name,Image URL,Delivery Time,Unit/Qty,Discount,Selling Price,MRP
Pepe Jeans Premium Cotton Lace Camisole Black M,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_252,h_272/NI_CATALOG/IMAGES/CIW/2025/9/13/fb65dcaa-8a25-41da-b8c7-1decef94f695_227238_1.png",17 MINS,1 Medium,22% OFF,389,499
