name,unit,discount,offer_price,mrp_price,image
Pepe Jeans Premium Cotton Lace Camisole Black M,1 Medium,22% OFF,389,499,"https://media-assets.swiggy.com/swiggy/image/upload/fl_lossy,f_auto,q_auto,w_252,h_272/NI_CATALOG/IMAGES/CIW/2025/9/13/fb65dcaa-8a25-41da-b8c7-1decef94f695_227238_1.png"
